name, 0.53, 0.92, [[1513, 24], [2222, 24], [2222, 154], [1513, 154]], textual
date-time, 0.92, 0.47, [[2191, 1918], [2253, 1918], [2253, 1963], [2191, 1963]], textual
name, 0.99, 0.92, [[286, 1946], [643, 1946], [643, 1988], [286, 1988]], textual
date-time, 0.98, 0.47, [[895, 1946], [957, 1946], [957, 1984], [895, 1984]], textual
date-time, 0.93, 0.47, [[992, 1946], [1057, 1946], [1057, 1991], [992, 1991]], textual
date-time, 0.89, 0.47, [[1116, 1946], [1161, 1946], [1161, 1991], [1116, 1991]], textual
date-time, 0.86, 0.47, [[1202, 1946], [1265, 1946], [1265, 1991], [1202, 1991]], textual
date-time, 0.96, 0.47, [[1306, 1946], [1368, 1946], [1368, 1991], [1306, 1991]], textual
location, 0.93, 0.1, [[287, 1981], [826, 1981], [826, 2026], [287, 2026]], textual
date-time, 0.84, 0.47, [[895, 1981], [957, 1981], [957, 2023], [895, 2023]], textual
date-time, 0.92, 0.47, [[992, 1981], [1061, 1981], [1061, 2023], [992, 2023]], textual
date-time, 0.94, 0.47, [[1116, 1981], [1164, 1981], [1164, 2026], [1116, 2026]], textual
date-time, 0.88, 0.47, [[1199, 1981], [1265, 1981], [1265, 2023], [1199, 2023]], textual
date-time, 0.95, 0.47, [[1303, 1981], [1368, 1981], [1368, 2023], [1303, 2023]], textual
date-time, 0.98, 0.47, [[1403, 1981], [1455, 1981], [1455, 2026], [1403, 2026]], textual
name, 0.66, 0.92, [[280, 2016], [726, 2016], [726, 2058], [280, 2058]], textual
date-time, 0.94, 0.47, [[909, 2016], [957, 2016], [957, 2061], [909, 2061]], textual
date-time, 0.9, 0.47, [[992, 2016], [1057, 2016], [1057, 2057], [992, 2057]], textual
date-time, 0.99, 0.47, [[1116, 2012], [1161, 2012], [1161, 2057], [1116, 2057]], textual
date-time, 0.99, 0.47, [[1213, 2016], [1265, 2016], [1265, 2061], [1213, 2061]], textual
date-time, 0.91, 0.47, [[1313, 2016], [1368, 2016], [1368, 2061], [1313, 2061]], textual
date-time, 0.98, 0.47, [[1412, 2018], [1453, 2018], [1453, 2062], [1412, 2062]], textual
date-time, 0.93, 0.47, [[2191, 2023], [2253, 2023], [2253, 2068], [2191, 2068]], textual
name, 0.99, 0.92, [[283, 2050], [674, 2050], [674, 2092], [283, 2092]], textual
date-time, 0.94, 0.47, [[909, 2050], [961, 2050], [961, 2092], [909, 2092]], textual
date-time, 0.93, 0.47, [[992, 2057], [1057, 2057], [1057, 2085], [992, 2085]], textual
date-time, 0.98, 0.47, [[1119, 2054], [1161, 2054], [1161, 2085], [1119, 2085]], textual
date-time, 0.89, 0.47, [[1213, 2054], [1265, 2054], [1265, 2089], [1213, 2089]], textual
date-time, 0.47, 0.47, [[1306, 2057], [1368, 2057], [1368, 2085], [1306, 2085]], textual
date-time, 0.99, 0.47, [[1410, 2057], [1448, 2057], [1448, 2089], [1410, 2089]], textual
date-time, 0.98, 0.47, [[1824, 2057], [1876, 2057], [1876, 2099], [1824, 2099]], textual
date-time, 0.91, 0.47, [[2187, 2057], [2253, 2057], [2253, 2096], [2187, 2096]], textual
location, 0.72, 0.1, [[687, 2140], [1618, 2140], [1618, 2284], [687, 2284]], textual
location, 0.25, 0.1, [[1648, 2169], [1817, 2169], [1817, 2280], [1648, 2280]], textual
location, 0.99, 0.1, [[985, 2381], [1548, 2381], [1548, 2434], [985, 2434]], textual
date-time, 0.62, 0.47, [[2135, 2406], [2305, 2406], [2305, 2486], [2135, 2486]], textual
location, 0.99, 0.1, [[501, 2638], [2008, 2638], [2008, 2778], [501, 2778]], textual
receipt, 1.0, 0.8, [[23, 0], [2529, 3280]], multimodal
